mode	style	prop	zoom	value
dark	PhysicalFeature-Rank-1-2-Explore-Light	59:dropShadowColor	0-24	rgb(51,39,34) a=26
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	0-2	{"height": 12.98701286315918}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	4-5	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	5-6	{"height": 22.077922821044922, "heightCurve": 0, "heightCurveLimit": 27.272727966308594}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	6-7	{"height": 27.272727966308594, "heightCurve": 0, "heightCurveLimit": 32.467533111572266}
dark	PhysicalFeature-Rank-1-2-Explore-Light	172:labelInfo	7-24	{"height": 32.467533111572266}
dark	PhysicalFeature-Rank-3-5-Explore-Light	0:visible	14-24	False
dark	PhysicalFeature-Rank-3-5-Explore-Light	18:textSizeScale	0-13	1
dark	PhysicalFeature-Rank-3-5-Explore-Light	18:textSizeScale	13-14	1.4
dark	PhysicalFeature-Rank-3-5-Explore-Light	18:textSizeScale	14-15	1.5
dark	PhysicalFeature-Rank-3-5-Explore-Light	18:textSizeScale	15-17	1.6
dark	PhysicalFeature-Rank-3-5-Explore-Light	18:textSizeScale	17-24	2
dark	PhysicalFeature-Rank-3-5-Explore-Light	23:fontSpec	0-24	%$default,bold-G3,width=140
dark	PhysicalFeature-Rank-3-5-Explore-Light	24:textColor	0-24	rgb(124,112,106) a=255
dark	PhysicalFeature-Rank-3-5-Explore-Light	25:labelHaloColor	0-13	rgb(248,248,246) a=204
dark	PhysicalFeature-Rank-3-5-Explore-Light	25:labelHaloColor	13-24	rgb(248,248,246) a=128
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	0-2	0.5
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	2-3	2.5
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	3-4	10
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	4-5	20
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	5-6	40
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	6-7	80
dark	PhysicalFeature-Rank-3-5-Explore-Light	29:fontSizeParam	7-24	160
dark	PhysicalFeature-Rank-3-5-Explore-Light	33:labelTextVisibility	0-24	1
dark	PhysicalFeature-Rank-3-5-Explore-Light	58:sizeRange	0-24	[0.0, 2.0]
dark	PhysicalFeature-Rank-3-5-Explore-Light	59:dropShadowColor	0-24	rgb(51,39,34) a=26
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	0-2	{"height": 12.98701286315918}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	2-3	{"height": 9.090909004211426, "heightCurve": 0, "heightCurveLimit": 11.688311576843262}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	3-4	{"height": 11.688311576843262, "heightCurve": 0, "heightCurveLimit": 14.285714149475098}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	4-5	{"height": 14.285714149475098, "heightCurve": 0, "heightCurveLimit": 16.88311767578125}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	5-6	{"height": 16.88311767578125, "heightCurve": 0, "heightCurveLimit": 19.480518341064453}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	6-7	{"height": 19.480518341064453, "heightCurve": 0, "heightCurveLimit": 22.077922821044922}
dark	PhysicalFeature-Rank-3-5-Explore-Light	172:labelInfo	7-24	{"height": 22.077922821044922}
dark	PhysicalFeature-Rank-6-Explore-Light	0:visible	14-24	False
dark	PhysicalFeature-Rank-6-Explore-Light	18:textSizeScale	0-13	1
dark	PhysicalFeature-Rank-6-Explore-Light	18:textSizeScale	13-14	1.4
dark	PhysicalFeature-Rank-6-Explore-Light	18:textSizeScale	14-15	1.5
dark	PhysicalFeature-Rank-6-Explore-Light	18:textSizeScale	15-17	1.6
dark	PhysicalFeature-Rank-6-Explore-Light	18:textSizeScale	17-24	2
dark	PhysicalFeature-Rank-6-Explore-Light	23:fontSpec	0-24	%$default,bold-G3,width=140
dark	PhysicalFeature-Rank-6-Explore-Light	24:textColor	0-24	rgb(124,112,106) a=255
