style	source	zoom	condition	prop_id	meaning	type	value
Border-Country-NonDisputed-Base	zoom	5-6		6	strokeWidth	float	0.25
Border-Country-NonDisputed-Base	zoom	6-7		3	width	float	1.55
Border-Country-NonDisputed-Base	zoom	6-7		6	strokeWidth	float	1.35
Border-Country-NonDisputed-Base	zoom	7-8		3	width	float	1.55
Border-Country-NonDisputed-Base	zoom	7-8		6	strokeWidth	float	1.35
Border-Country-NonDisputed-Base	zoom	8-10		3	width	float	1.75
Border-Country-NonDisputed-Base	zoom	8-10		6	strokeWidth	float	1.95
Border-Country-NonDisputed-Base	zoom	10-12		3	width	float	1.95
Border-Country-NonDisputed-Base	zoom	10-12		6	strokeWidth	float	2.1
Border-Country-NonDisputed-Base	zoom	12-14		3	width	float	2.1
Border-Country-NonDisputed-Base	zoom	12-14		6	strokeWidth	float	2.75
Border-Country-NonDisputed-Base	zoom	14-24		3	width	float	2.25
Border-Country-NonDisputed-Base	zoom	14-24		6	strokeWidth	float	3.25
Border-Country-NonDisputed-Colors-Globe	base			2	strokeColor	rgba8	rgb(129,60,81) a=230
Border-Country-NonDisputed-Colors-Globe	base			3	width	float	0
Border-Country-NonDisputed-Colors-Globe	base			6	strokeWidth	float	1e-05
Border-Country-NonDisputed-Colors-Globe	zoom	2-3		3	width	float	1
Border-Country-NonDisputed-Colors-Globe	zoom	3-4		3	width	float	1.2
Border-Country-NonDisputed-Colors-Globe	zoom	4-6		3	width	float	1.5
Border-Country-NonDisputed-Colors-Globe	zoom	6-24		3	width	float	1.65
Border-Country-NonDisputed-Colors-Globe	zoom	0-2		1	fillColor	rgba8	rgb(188,188,188) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	0-2		2	strokeColor	rgba8	rgb(188,188,188) a=102
Border-Country-NonDisputed-Colors-Globe	zoom	2-4		1	fillColor	rgba8	rgb(196,196,196) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	2-4		2	strokeColor	rgba8	rgb(196,196,196) a=128
Border-Country-NonDisputed-Colors-Globe	zoom	4-6		1	fillColor	rgba8	rgb(200,200,200) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	4-6		2	strokeColor	rgba8	rgb(200,200,200) a=153
Border-Country-NonDisputed-Colors-Globe	zoom	6-12		1	fillColor	rgba8	rgb(255,255,255) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	6-12		2	strokeColor	rgba8	rgb(218,218,218) a=179
Border-Country-NonDisputed-Colors-Globe	zoom	12-24		1	fillColor	rgba8	rgb(255,255,255) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	12-24		2	strokeColor	rgba8	rgb(224,224,224) a=204
Border-Country-NonDisputed-Colors-Globe	zoom	0-2		1	fillColor	rgba8	rgb(56,19,51) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	0-2		2	strokeColor	rgba8	rgb(56,19,51) a=102
Border-Country-NonDisputed-Colors-Globe	zoom	2-3		1	fillColor	rgba8	rgb(56,19,51) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	2-3		2	strokeColor	rgba8	rgb(56,19,51) a=128
Border-Country-NonDisputed-Colors-Globe	zoom	3-4		1	fillColor	rgba8	rgb(69,23,63) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	3-4		2	strokeColor	rgba8	rgb(56,19,51) a=140
Border-Country-NonDisputed-Colors-Globe	zoom	4-5		1	fillColor	rgba8	rgb(69,23,63) a=255
Border-Country-NonDisputed-Colors-Globe	zoom	4-5		2	strokeColor	rgba8	rgb(56,19,51) a=153
Border-Country-NonDisputed-Colors-Globe	zoom	5-6		1	fillColor	rgba8	rgb(77,26,70) a=255
